CustomerID,Recency,Frequency,MonetaryValue,R_Score,F_Score,M_Score,RFM_Score,Segment
15245,134,3,2515.84,2,3,4,234,中价值客户
15246,238,2,514.15,1,2,2,122,低价值客户
15247,122,1,356.0,2,1,2,212,低价值客户
15249,32,13,6688.46,3,4,4,344,高价值忠诚客户
15251,9,11,10484.99,4,4,4,444,高价值新客户
15252,36,2,740.78,3,2,3,323,潜力客户
15253,16,5,918.1999999999999,4,4,3,443,高价值新客户
15254,127,1,300.36,2,1,1,211,低价值客户
15255,67,1,890.85,2,1,3,213,低价值客户
15256,149,1,98.45,1,1,1,111,低价值客户
15257,283,1,317.15,1,1,2,112,低价值客户
15258,169,2,623.16,1,2,2,122,低价值客户
15260,100,7,1810.77,2,4,4,244,中价值客户
15261,135,1,254.82,2,1,1,211,低价值客户
15262,324,1,178.95000000000002,1,1,1,111,低价值客户
15263,107,1,156.51,2,1,1,211,低价值客户
15264,64,1,393.74,2,1,2,212,低价值客户
15265,151,2,1506.1200000000001,1,2,3,123,低价值客户
15266,338,1,119.3,1,1,1,111,低价值客户
15267,22,5,1717.36,3,4,4,344,高价值忠诚客户
15269,24,1,408.8,3,1,2,312,潜力客户
15270,16,7,2379.49,4,4,4,444,高价值新客户
15271,7,15,2507.07,4,4,4,444,高价值新客户
15272,57,2,721.94,2,2,3,223,低价值客户
15274,4,2,716.57,4,2,3,423,新客户
15275,38,1,615.14,3,1,2,312,潜力客户
15276,66,1,135.31,2,1,1,211,低价值客户
15277,47,1,255.89999999999998,3,1,1,311,潜力客户
15279,355,1,290.51,1,1,1,111,低价值客户
15280,172,1,113.12,1,1,1,111,低价值客户
15281,59,9,2332.15,2,4,4,244,中价值客户
15286,50,1,240.55,3,1,1,311,潜力客户
15287,22,2,486.69,3,2,2,322,潜力客户
15288,43,5,2306.52,3,4,4,344,高价值忠诚客户
15289,29,3,939.78,3,3,3,333,忠诚客户
15290,5,18,7943.22,4,4,4,444,高价值新客户
15291,26,15,4668.3,3,4,4,344,高价值忠诚客户
15292,201,1,180.94,1,1,1,111,低价值客户
15296,51,6,3672.86,2,4,4,244,中价值客户
15297,10,3,641.94,4,3,2,432,高价值新客户
15298,2,12,4799.9,4,4,4,444,高价值新客户
15299,67,7,4507.01,2,4,4,244,中价值客户
15300,64,1,496.44,2,1,2,212,低价值客户
15301,51,12,5070.35,2,4,4,244,中价值客户
15303,290,1,574.02,1,1,2,112,低价值客户
15304,61,8,694.4000000000001,2,4,3,243,中价值客户
15306,64,3,1174.35,2,3,3,233,中价值客户
15307,96,1,205.3,2,1,1,211,低价值客户
15308,274,1,310.47,1,1,2,112,低价值客户
15311,1,91,60767.9,4,4,4,444,高价值新客户
15312,75,4,924.85,2,3,3,233,中价值客户
15313,110,1,52.0,2,1,1,211,低价值客户
15314,199,1,327.97,1,1,2,112,低价值客户
15315,64,2,570.5,2,2,2,222,低价值客户
15316,327,1,165.0,1,1,1,111,低价值客户
15318,4,1,312.62,4,1,2,412,新客户
15319,284,1,204.5,1,1,1,111,低价值客户
15320,44,1,267.13,3,1,1,311,潜力客户
15321,71,3,2748.31,2,3,4,234,中价值客户
15322,86,1,679.68,2,1,3,213,低价值客户
15325,104,1,162.29,2,1,1,211,低价值客户
15326,334,1,311.71,1,1,2,112,低价值客户
15327,53,1,208.75,2,1,1,211,低价值客户
15329,39,3,1049.7,3,3,3,333,忠诚客户
15330,32,2,714.96,3,2,3,323,潜力客户
15332,366,4,1661.06,1,3,3,133,中价值客户
15333,208,1,1028.56,1,1,3,113,低价值客户
15334,157,3,351.67,1,3,2,132,中价值客户
15335,54,1,173.97,2,1,1,211,低价值客户
15339,66,2,574.07,2,2,2,222,低价值客户
15341,81,1,2020.52,2,1,4,214,低价值客户
15342,130,1,406.09,2,1,2,212,低价值客户
15343,87,1,364.5,2,1,2,212,低价值客户
15344,1,3,563.94,4,3,2,432,高价值新客户
15345,46,1,393.54,3,1,2,312,潜力客户
15346,333,1,252.42000000000002,1,1,1,111,低价值客户
15347,366,1,201.60000000000002,1,1,1,111,低价值客户
15348,72,1,158.04,2,1,1,211,低价值客户
15349,158,2,473.81,1,2,2,122,低价值客户
15350,373,1,115.65,1,1,1,111,低价值客户
15351,12,7,1960.1100000000001,4,4,4,444,高价值新客户
15353,255,2,777.02,1,2,3,123,低价值客户
15355,29,2,277.05,3,2,1,321,潜力客户
15356,31,10,2766.5,3,4,4,344,高价值忠诚客户
15358,5,22,8347.2,4,4,4,444,高价值新客户
15360,40,1,427.93,3,1,2,312,潜力客户
15361,362,1,418.92,1,1,2,112,低价值客户
15363,373,1,326.0,1,1,2,112,低价值客户
15364,96,2,913.19,2,2,3,223,低价值客户
15365,26,7,2314.32,3,4,4,344,高价值忠诚客户
15366,75,2,602.51,2,2,2,222,低价值客户
15367,57,4,1877.59,2,3,4,234,中价值客户
15368,21,1,446.94000000000005,3,1,2,312,潜力客户
15370,41,7,2386.05,3,4,4,344,高价值忠诚客户
15372,137,1,2007.3999999999999,2,1,4,214,低价值客户
15373,8,12,2415.91,4,4,4,444,高价值新客户
15374,129,1,168.0,2,1,1,211,低价值客户
15376,40,3,1233.3600000000001,3,3,3,333,忠诚客户
15379,169,7,3703.29,1,4,4,144,中价值客户
15380,9,5,1690.2600000000002,4,4,4,444,高价值新客户
15381,214,2,596.85,1,2,2,122,低价值客户
15382,15,6,5955.71,4,4,4,444,高价值新客户
15384,170,2,642.41,1,2,2,122,低价值客户
15385,40,1,316.88,3,1,2,312,潜力客户
15386,186,1,394.14,1,1,2,112,低价值客户
15388,270,1,140.54,1,1,1,111,低价值客户
15389,172,1,500.0,1,1,2,112,低价值客户
15392,5,4,1535.53,4,3,3,433,高价值新客户
15393,16,2,231.86,4,2,1,421,新客户
15394,10,4,2183.54,4,3,4,434,高价值新客户
15395,326,1,107.45,1,1,1,111,低价值客户
15396,113,1,288.18,2,1,1,211,低价值客户
15397,290,1,94.0,1,1,1,111,低价值客户
15398,16,2,1345.53,4,2,3,423,新客户
15399,1,3,815.77,4,3,3,433,高价值新客户
15400,92,5,716.2,2,4,3,243,中价值客户
15402,149,2,626.77,1,2,2,122,低价值客户
15405,189,1,349.1,1,1,2,112,低价值客户
15406,31,2,510.71000000000004,3,2,2,322,潜力客户
15407,34,4,1056.44,3,3,3,333,忠诚客户
15408,264,1,267.18,1,1,1,111,低价值客户
15410,84,8,3450.84,2,4,4,244,中价值客户
15411,26,4,1358.88,3,3,3,333,忠诚客户
15412,171,1,190.53,1,1,1,111,低价值客户
15414,10,3,774.9000000000001,4,3,3,433,高价值新客户
15415,313,1,572.8100000000001,1,1,2,112,低价值客户
15416,65,4,3984.32,2,3,4,234,中价值客户
15417,85,1,508.8,2,1,2,212,低价值客户
15419,25,1,135.86,3,1,1,311,潜力客户
15421,59,4,950.36,2,3,3,233,中价值客户
15422,323,2,97.7,1,2,1,121,低价值客户
15423,38,1,43.5,3,1,1,311,潜力客户
15424,254,2,383.34,1,2,2,122,低价值客户
15426,19,5,1447.39,3,4,3,343,高价值忠诚客户
15427,33,3,1483.14,3,3,3,333,忠诚客户
15428,15,1,93.78,4,1,1,411,新客户
15429,27,2,397.35,3,2,2,322,潜力客户
15432,23,1,171.19,3,1,1,311,潜力客户
15433,214,2,533.3,1,2,2,122,低价值客户
15434,8,5,1041.48,4,4,3,443,高价值新客户
15435,22,1,149.29,3,1,1,311,潜力客户
15436,12,3,1122.53,4,3,3,433,高价值新客户
15437,262,1,200.16,1,1,1,111,低价值客户
15438,131,1,156.57999999999998,2,1,1,211,低价值客户
15440,55,3,383.68,2,3,2,232,中价值客户
15442,249,1,594.0,1,1,2,112,低价值客户
15443,2,7,3236.91,4,4,4,444,高价值新客户
15444,9,2,1418.26,4,2,3,423,新客户
15445,264,1,113.5,1,1,1,111,低价值客户
15447,331,1,155.17,1,1,1,111,低价值客户
15448,313,1,494.64,1,1,2,112,低价值客户
15449,26,3,974.52,3,3,3,333,忠诚客户
15450,30,1,429.84,3,1,2,312,潜力客户
15452,30,3,538.73,3,3,2,332,忠诚客户
15453,2,7,1388.37,4,4,3,443,高价值新客户
15454,362,1,179.1,1,1,1,111,低价值客户
15456,283,3,447.22,1,3,2,132,中价值客户
15457,262,1,237.07,1,1,1,111,低价值客户
15458,25,1,161.64,3,1,1,311,潜力客户
15460,354,1,216.76,1,1,1,111,低价值客户
15462,94,3,234.6,2,3,1,231,中价值客户
15463,29,1,126.14,3,1,1,311,潜力客户
15464,338,1,1048.85,1,1,3,113,低价值客户
15465,20,18,7354.62,3,4,4,344,高价值忠诚客户
15466,85,1,334.53,2,1,2,212,低价值客户
15467,9,3,524.88,4,3,2,432,高价值新客户
15468,51,2,467.51,2,2,2,222,低价值客户
15469,50,2,538.55,3,2,2,322,潜力客户
15471,2,1,469.48,4,1,2,412,新客户
15472,113,1,371.56,2,1,2,212,低价值客户
15473,14,7,1771.2,4,4,4,444,高价值新客户
15475,77,1,454.10999999999996,2,1,2,212,低价值客户
15478,40,2,1441.42,3,2,3,323,潜力客户
15480,116,1,905.5,2,1,3,213,低价值客户
15482,16,12,11054.96,4,4,4,444,高价值新客户
15483,161,4,233.81,1,3,1,131,中价值客户
15484,1,4,3594.31,4,3,4,434,高价值新客户
15485,30,3,2575.0,3,3,4,334,忠诚客户
15488,93,1,91.32000000000001,2,1,1,211,低价值客户
15489,23,3,1134.28,3,3,3,333,忠诚客户
15491,95,6,3100.09,2,4,4,244,中价值客户
15492,28,2,659.4599999999999,3,2,2,322,潜力客户
15493,33,5,2001.8,3,4,4,344,高价值忠诚客户
15494,21,2,1299.23,3,2,3,323,潜力客户
15497,18,2,1262.2,3,2,3,323,潜力客户
15498,3,27,13316.4,4,4,4,444,高价值新客户
15500,8,4,1131.56,4,3,3,433,高价值新客户
15502,16,12,10384.93,4,4,4,444,高价值新客户
15503,363,1,147.09,1,1,1,111,低价值客户
15504,81,1,52.83,2,1,1,211,低价值客户
15505,53,5,3610.96,2,4,4,244,中价值客户
15506,23,3,979.26,3,3,3,333,忠诚客户
15507,172,1,492.36,1,1,2,112,低价值客户
15508,189,6,1000.27,1,4,3,143,中价值客户
15510,331,1,250.0,1,1,1,111,低价值客户
15511,12,5,909.23,4,4,3,443,高价值新客户
15512,156,2,121.0,1,2,1,121,低价值客户
15513,33,19,14758.220000000001,3,4,4,344,高价值忠诚客户
15514,12,11,4139.46,4,4,4,444,高价值新客户
15516,45,3,62.43,3,3,1,331,忠诚客户
15517,233,1,267.03,1,1,1,111,低价值客户
15518,64,8,1942.45,2,4,4,244,中价值客户
15520,2,1,343.5,4,1,2,412,新客户
15521,40,8,3000.2,3,4,4,344,高价值忠诚客户
15522,33,2,398.84,3,2,2,322,潜力客户
15523,84,1,412.01000000000005,2,1,2,212,低价值客户
15524,25,1,440.0,3,1,2,312,潜力客户
15525,2,3,825.92,4,3,3,433,高价值新客户
15526,33,2,148.44,3,2,1,321,潜力客户
15527,19,8,2429.78,3,4,4,344,高价值忠诚客户
15528,254,1,229.33,1,1,1,111,低价值客户
15529,23,11,3995.23,3,4,4,344,高价值忠诚客户
15530,22,4,1502.35,3,3,3,333,忠诚客户
15531,8,2,2007.44,4,2,4,424,新客户
15532,25,4,1580.93,3,3,3,333,忠诚客户
15533,19,3,807.57,3,3,3,333,忠诚客户
15535,173,4,536.4,1,3,2,132,中价值客户
15537,163,1,110.92,1,1,1,111,低价值客户
15539,7,1,538.46,4,1,2,412,新客户
15540,11,1,213.3,4,1,1,411,新客户
15541,114,1,85.13000000000001,2,1,1,211,低价值客户
15543,288,1,127.86,1,1,1,111,低价值客户
15544,9,9,3546.71,4,4,4,444,高价值新客户
15545,54,2,292.71999999999997,2,2,1,221,低价值客户
15547,7,14,4954.84,4,4,4,444,高价值新客户
15549,77,3,1693.26,2,3,4,234,中价值客户
15550,4,4,575.63,4,3,2,432,高价值新客户
15551,37,1,436.06,3,1,2,312,潜力客户
15552,217,1,90.12,1,1,1,111,低价值客户
15553,60,1,437.23,2,1,2,212,低价值客户
15554,278,1,217.2,1,1,1,111,低价值客户
15555,12,16,4805.17,4,4,4,444,高价值新客户
15556,24,1,279.77,3,1,1,311,潜力客户
15557,29,1,473.65000000000003,3,1,2,312,潜力客户
15561,12,4,800.59,4,3,3,433,高价值新客户
15562,352,1,134.55,1,1,1,111,低价值客户
15563,22,4,1400.44,3,3,3,333,忠诚客户
15565,50,2,173.16,3,2,1,321,潜力客户
15567,19,1,186.01,3,1,1,311,潜力客户
15568,3,3,758.29,4,3,3,433,高价值新客户
15569,104,5,1375.71,2,4,3,243,中价值客户
15570,7,12,4165.52,4,4,4,444,高价值新客户
15571,12,4,650.4300000000001,4,3,2,432,高价值新客户
15572,5,7,2552.86,4,4,4,444,高价值新客户
15573,32,2,607.45,3,2,2,322,潜力客户
15574,178,4,702.25,1,3,3,133,中价值客户
15576,38,1,940.6700000000001,3,1,3,313,潜力客户
15577,151,3,258.88,1,3,1,131,中价值客户
15578,162,1,127.1,1,1,1,111,低价值客户
15579,69,2,348.6,2,2,2,222,低价值客户
15581,121,13,3679.9700000000003,2,4,4,244,中价值客户
15582,25,3,682.9100000000001,3,3,3,333,忠诚客户
15584,24,4,725.11,3,3,3,333,忠诚客户
15585,177,1,455.3,1,1,2,112,低价值客户
15587,50,4,913.6800000000001,3,3,3,333,忠诚客户
15589,256,3,478.53000000000003,1,3,2,132,中价值客户
15592,47,1,388.58,3,1,2,312,潜力客户
15593,71,1,199.8,2,1,1,211,低价值客户
15594,16,5,1771.78,4,4,4,444,高价值新客户
15596,101,5,1406.59,2,4,3,243,中价值客户
15597,35,1,324.57,3,1,2,312,潜力客户
15598,53,1,240.68,2,1,1,211,低价值客户
15599,27,2,761.74,3,2,3,323,潜力客户
15601,11,14,6776.56,4,4,4,444,高价值新客户
15602,8,9,1297.8700000000001,4,4,3,443,高价值新客户
15603,79,1,48.480000000000004,2,1,1,211,低价值客户
15604,52,1,216.39,2,1,1,211,低价值客户
15605,36,5,1198.23,3,4,3,343,高价值忠诚客户
15606,61,9,2920.16,2,4,4,244,中价值客户
15607,337,1,104.76,1,1,1,111,低价值客户
15608,28,4,1093.68,3,3,3,333,忠诚客户
15609,184,1,298.48,1,1,1,111,低价值客户
15610,52,1,112.46000000000001,2,1,1,211,低价值客户
15611,10,13,1591.45,4,4,3,443,高价值新客户
15612,36,2,195.15,3,2,1,321,潜力客户
15615,10,23,10399.74,4,4,4,444,高价值新客户
15618,33,4,776.851,3,3,3,333,忠诚客户
15619,11,1,336.40000000000003,4,1,2,412,新客户
15620,57,3,1553.18,2,3,3,233,中价值客户
15621,4,4,1293.03,4,3,3,433,高价值新客户
15622,43,9,3709.56,3,4,4,344,高价值忠诚客户
15623,141,1,301.03,2,1,1,211,低价值客户
15624,117,4,588.13,2,3,2,232,中价值客户
15625,104,4,1534.26,2,3,3,233,中价值客户
15626,75,2,675.8,2,2,3,223,低价值客户
15628,5,9,2870.2400000000002,4,4,4,444,高价值新客户
15630,45,2,1186.35,3,2,3,323,潜力客户
15632,16,8,3285.31,4,4,4,444,高价值新客户
15634,17,1,243.55,4,1,1,411,新客户
15636,90,2,724.76,2,2,3,223,低价值客户
15637,53,1,223.36,2,1,1,211,低价值客户
15639,134,1,425.32,2,1,2,212,低价值客户
15640,4,15,12515.66,4,4,4,444,高价值新客户
15641,105,4,1887.2,2,3,4,234,中价值客户
15643,192,3,664.0,1,3,2,132,中价值客户
15644,166,4,813.0,1,3,3,133,中价值客户
15645,19,1,612.01,3,1,2,312,潜力客户
15646,158,3,447.64000000000004,1,3,2,132,中价值客户
15648,204,2,657.35,1,2,2,122,低价值客户
15649,336,2,816.0,1,2,3,123,低价值客户
15651,37,3,646.3,3,3,2,332,忠诚客户
15652,91,1,337.74,2,1,2,212,低价值客户
15653,93,2,877.4399999999999,2,2,3,223,低价值客户
15654,9,2,922.53,4,2,3,423,新客户
15655,243,1,560.67,1,1,2,112,低价值客户
15656,45,4,748.5,3,3,3,333,忠诚客户
15657,23,1,30.0,3,1,1,311,潜力客户
15658,190,5,1024.1000000000001,1,4,3,143,中价值客户
15659,44,1,306.45,3,1,1,311,潜力客户
15660,25,9,1600.86,3,4,3,343,高价值忠诚客户
15661,317,2,309.8,1,2,2,122,低价值客户
15663,106,1,138.14,2,1,1,211,低价值客户
15664,51,1,386.43,2,1,2,212,低价值客户
15665,168,2,2242.01,1,2,4,124,低价值客户
15667,40,1,301.32,3,1,1,311,潜力客户
15668,218,1,76.32000000000001,1,1,1,111,低价值客户
15669,40,4,684.34,3,3,3,333,忠诚客户
15670,297,1,173.05,1,1,1,111,低价值客户
15671,19,7,2657.13,3,4,4,344,高价值忠诚客户
15673,88,4,2881.02,2,3,4,234,中价值客户
15674,73,5,2446.6,2,4,4,244,中价值客户
15675,81,3,323.69,2,3,2,232,中价值客户
15676,19,3,3435.76,3,3,4,334,忠诚客户
15677,49,1,657.23,3,1,2,312,潜力客户
15678,53,1,352.7,2,1,2,212,低价值客户
15679,24,4,781.28,3,3,3,333,忠诚客户
15680,9,3,1333.68,4,3,3,433,高价值新客户
15681,25,5,1426.16,3,4,3,343,高价值忠诚客户
15683,117,1,193.75,2,1,1,211,低价值客户
15687,9,9,2993.1,4,4,4,444,高价值新客户
15689,120,2,254.1,2,2,1,221,低价值客户
15690,4,2,239.76,4,2,1,421,新客户
15691,252,1,136.8,1,1,1,111,低价值客户
15692,28,1,191.04,3,1,1,311,潜力客户
15694,1,14,6479.4,4,4,4,444,高价值新客户
15695,267,2,409.98,1,2,2,122,低价值客户
15696,33,8,2736.46,3,4,4,344,高价值忠诚客户
15699,18,1,309.65,3,1,2,312,潜力客户
15700,172,2,696.68,1,2,3,123,低价值客户
15701,2,4,1542.14,4,3,3,433,高价值新客户
15703,265,1,211.5,1,1,1,111,低价值客户
15704,140,4,2293.62,2,3,4,234,中价值客户
15705,201,1,143.1,1,1,1,111,低价值客户
15706,64,4,1060.56,2,3,3,233,中价值客户
15707,35,4,945.58,3,3,3,333,忠诚客户
15708,41,7,3364.2400000000002,3,4,4,344,高价值忠诚客户
15709,284,1,133.25,1,1,1,111,低价值客户
15712,9,5,1072.3600000000001,4,4,3,443,高价值新客户
15713,143,2,356.7,1,2,2,122,低价值客户
15714,12,2,330.88,4,2,2,422,新客户
15716,146,4,1118.81,1,3,3,133,中价值客户
15717,234,1,150.3,1,1,1,111,低价值客户
15719,33,13,5045.61,3,4,4,344,高价值忠诚客户
15720,24,1,598.73,3,1,2,312,潜力客户
15721,12,1,507.08,4,1,2,412,新客户
15722,36,5,2222.56,3,4,4,344,高价值忠诚客户
15723,365,1,203.1,1,1,1,111,低价值客户
15724,201,2,218.25,1,2,1,121,低价值客户
15725,15,1,415.25,4,1,2,412,新客户
15727,17,7,5178.96,4,4,4,444,高价值新客户
15729,213,1,85.0,1,1,1,111,低价值客户
15730,66,3,1120.88,2,3,3,233,中价值客户
15732,212,2,294.12,1,2,1,121,低价值客户
15733,283,1,162.3,1,1,1,111,低价值客户
15734,115,2,1339.45,2,2,3,223,低价值客户
15737,15,8,1205.1200000000001,4,4,3,443,高价值新客户
15738,19,16,4812.42,3,4,4,344,高价值忠诚客户
15739,66,1,449.12,2,1,2,212,低价值客户
15740,49,1,154.88,3,1,1,311,潜力客户
15743,16,4,784.46,4,3,3,433,高价值新客户
15744,78,1,34.8,2,1,1,211,低价值客户
15745,19,4,1094.59,3,3,3,333,忠诚客户
15746,134,1,196.88,2,1,1,211,低价值客户
15747,13,3,974.04,4,3,3,433,高价值新客户
15748,40,1,149.31,3,1,1,311,潜力客户
15749,235,3,44534.3,1,3,4,134,中价值客户
15750,3,8,2465.48,4,4,4,444,高价值新客户
15752,40,7,2637.38,3,4,4,344,高价值忠诚客户
15753,305,1,79.2,1,1,1,111,低价值客户
15754,51,3,458.57,2,3,2,232,中价值客户
15755,10,6,2364.25,4,4,4,444,高价值新客户
15756,61,4,532.96,2,3,2,232,中价值客户
15757,66,2,714.42,2,2,3,223,低价值客户
15758,25,1,205.25,3,1,1,311,潜力客户
15759,218,3,253.04,1,3,1,131,中价值客户
15762,65,2,583.75,2,2,2,222,低价值客户
15763,32,2,1086.92,3,2,3,323,潜力客户
15764,88,6,3279.97,2,4,4,244,中价值客户
15766,64,1,315.06,2,1,2,212,低价值客户
15768,116,3,621.8299999999999,2,3,2,232,中价值客户
15769,7,26,56252.72,4,4,4,444,高价值新客户
15773,6,1,635.6800000000001,4,1,2,412,新客户
15774,69,1,270.8,2,1,1,211,低价值客户
15775,245,1,104.9,1,1,1,111,低价值客户
15776,133,1,241.62,2,1,1,211,低价值客户
15777,241,4,1047.11,1,3,3,133,中价值客户
15780,184,3,475.28000000000003,1,3,2,132,中价值客户
15781,25,3,345.46,3,3,2,332,忠诚客户
15782,10,3,2614.7400000000002,4,3,4,434,高价值新客户
15783,11,1,246.3,4,1,1,411,新客户
15785,33,5,2328.9700000000003,3,4,4,344,高价值忠诚客户
15786,46,3,4932.2,3,3,4,334,忠诚客户
15787,26,3,948.05,3,3,3,333,忠诚客户
15789,358,1,351.3,1,1,2,112,低价值客户
15790,10,1,220.85,4,1,1,411,新客户
15791,44,2,1612.69,3,2,3,323,潜力客户
15793,15,3,965.61,4,3,3,433,高价值新客户
15795,150,1,610.01,1,1,2,112,低价值客户
15796,1,8,2711.56,4,4,4,444,高价值新客户
15797,113,4,2207.4,2,3,4,234,中价值客户
15799,76,3,884.14,2,3,3,233,中价值客户
15800,107,2,699.08,2,2,3,223,低价值客户
15801,46,3,1063.95,3,3,3,333,忠诚客户
15802,143,1,451.42,1,1,2,112,低价值客户
15803,51,1,415.82000000000005,2,1,2,212,低价值客户
15804,1,13,4206.39,4,4,4,444,高价值新客户
15805,23,17,5528.4800000000005,3,4,4,344,高价值忠诚客户
15806,46,3,784.58,3,3,3,333,忠诚客户
15807,50,3,903.9,3,3,3,333,忠诚客户
15808,306,4,3734.9700000000003,1,3,4,134,中价值客户
15809,36,5,515.77,3,4,2,342,高价值忠诚客户
15810,79,4,1391.98,2,3,3,233,中价值客户
15811,22,6,2218.62,3,4,4,344,高价值忠诚客户
15812,107,5,1801.14,2,4,4,244,中价值客户
15813,208,2,1303.9099999999999,1,2,3,123,低价值客户
15814,17,4,1945.33,4,3,4,434,高价值新客户
15815,64,5,2100.6,2,4,4,244,中价值客户
15819,49,4,1905.45,3,3,4,334,忠诚客户
15820,320,1,206.98,1,1,1,111,低价值客户
15821,44,2,570.96,3,2,2,322,潜力客户
15822,3,2,885.47,4,2,3,423,新客户
15823,372,1,15.0,1,1,1,111,低价值客户
15825,172,1,532.94,1,1,2,112,低价值客户
15826,56,3,1654.31,2,3,3,233,中价值客户
15827,73,14,1836.0900000000001,2,4,4,244,中价值客户
15829,99,2,636.14,2,2,2,222,低价值客户
15830,38,1,576.0,3,1,2,312,潜力客户
15831,58,3,801.76,2,3,3,233,中价值客户
15832,254,1,836.79,1,1,3,113,低价值客户
15834,70,4,2233.75,2,3,4,234,中价值客户
15835,44,4,954.09,3,3,3,333,忠诚客户
15836,50,1,137.37,3,1,1,311,潜力客户
15837,65,1,391.98,2,1,2,212,低价值客户
15838,11,19,33643.08,4,4,4,444,高价值新客户
15839,33,3,1048.49,3,3,3,333,忠诚客户
15840,59,2,355.56,2,2,2,222,低价值客户
15841,73,4,1224.06,2,3,3,233,中价值客户
15843,304,1,118.95000000000002,1,1,1,111,低价值客户
15844,46,1,130.73999999999998,3,1,1,311,潜力客户
15845,18,8,3711.77,3,4,4,344,高价值忠诚客户
15847,38,2,389.27,3,2,2,322,潜力客户
15850,19,2,238.85,3,2,1,321,潜力客户
15852,187,2,160.71,1,2,1,121,低价值客户
15853,52,1,110.8,2,1,1,211,低价值客户
15854,4,12,2974.65,4,4,4,444,高价值新客户
15855,137,5,712.24,2,4,3,243,中价值客户
15856,4,27,16387.57,4,4,4,444,高价值新客户
15857,19,1,297.0,3,1,1,311,潜力客户
15858,16,5,1438.85,4,4,3,443,高价值新客户
15860,41,8,977.21,3,4,3,343,高价值忠诚客户
15861,12,8,3165.36,4,4,4,444,高价值新客户
15862,8,4,832.88,4,3,3,433,高价值新客户
15863,26,2,68.84,3,2,1,321,潜力客户
15864,22,6,1936.3200000000002,3,4,4,344,高价值忠诚客户
15865,41,3,895.13,3,3,3,333,忠诚客户
15866,101,1,230.53,2,1,1,211,低价值客户
15867,5,15,3812.64,4,4,4,444,高价值新客户
15869,277,2,149.64,1,2,1,121,低价值客户
15870,33,1,354.09000000000003,3,1,2,312,潜力客户
15872,15,2,360.93,4,2,2,422,新客户
15874,64,7,4405.88,2,4,4,244,中价值客户
15877,2,2,493.28,4,2,2,422,新客户
15880,369,1,343.28000000000003,1,1,2,112,低价值客户
15881,312,5,501.39000000000004,1,4,2,142,中价值客户
15882,199,4,516.36,1,3,2,132,中价值客户
15883,2,2,396.48,4,2,2,422,新客户
15885,93,3,379.35,2,3,2,232,中价值客户
15886,60,1,181.09,2,1,1,211,低价值客户
15888,81,1,168.31,2,1,1,211,低价值客户
15889,157,2,446.87,1,2,2,122,低价值客户
15891,227,1,524.52,1,1,2,112,低价值客户
15894,253,2,263.55,1,2,1,121,低价值客户
15895,150,1,179.17,1,1,1,111,低价值客户
15897,194,2,222.05,1,2,1,121,低价值客户
15898,1,5,1388.88,4,4,3,443,高价值新客户
15899,369,1,56.25,1,1,1,111,低价值客户
15900,24,1,351.11,3,1,2,312,潜力客户
15901,17,3,363.88,4,3,2,432,高价值新客户
15903,10,7,5126.76,4,4,4,444,高价值新客户
15904,8,1,164.68,4,1,1,411,新客户
15906,20,7,1567.69,3,4,3,343,高价值忠诚客户
15907,4,3,967.45,4,3,3,433,高价值新客户
15909,174,1,191.94,1,1,1,111,低价值客户
15910,1,8,1232.18,4,4,3,443,高价值新客户
15912,178,2,264.62,1,2,1,121,低价值客户
15916,16,8,1528.09,4,4,3,443,高价值新客户
15917,248,1,123.1,1,1,1,111,低价值客户
15918,191,2,334.23,1,2,2,122,低价值客户
15919,20,2,639.89,3,2,2,322,潜力客户
15920,154,4,167.5,1,3,1,131,中价值客户
15921,173,1,336.03000000000003,1,1,2,112,低价值客户
15922,373,1,369.5,1,1,2,112,低价值客户
15923,373,1,127.08,1,1,1,111,低价值客户
15925,194,1,207.15,1,1,1,111,低价值客户
15930,67,1,426.63,2,1,2,212,低价值客户
15932,4,8,2495.87,4,4,4,444,高价值新客户
15933,21,3,1107.46,3,3,3,333,忠诚客户
15935,239,2,416.86,1,2,2,122,低价值客户
15937,64,1,145.35,2,1,1,211,低价值客户
15938,112,5,404.58,2,4,2,242,中价值客户
15939,90,15,6115.01,2,4,4,244,中价值客户
15940,311,1,35.8,1,1,1,111,低价值客户
15942,134,1,337.44,2,1,2,212,低价值客户
15944,277,1,325.1,1,1,2,112,低价值客户
15945,365,1,181.0,1,1,1,111,低价值客户
15947,83,1,1708.24,2,1,4,214,低价值客户
15948,8,2,955.24,4,2,3,423,新客户
15949,17,2,364.72,4,2,2,422,新客户
15950,32,4,1765.51,3,3,4,334,忠诚客户
15951,9,2,708.22,4,2,3,423,新客户
15952,34,4,806.57,3,3,3,333,忠诚客户
15953,15,8,1659.3799999999999,4,4,3,443,高价值新客户
15955,24,14,4416.26,3,4,4,344,高价值忠诚客户
15957,32,1,428.89,3,1,2,312,潜力客户
15958,74,1,104.35,2,1,1,211,低价值客户
15963,20,2,470.76,3,2,2,322,潜力客户
15965,17,4,845.64,4,3,3,433,高价值新客户
15967,23,2,418.83,3,2,2,322,潜力客户
15969,3,3,666.1,4,3,2,432,高价值新客户
15970,304,1,314.1,1,1,2,112,低价值客户
15971,18,12,4199.85,3,4,4,344,高价值忠诚客户
15973,367,1,307.82000000000005,1,1,2,112,低价值客户
